"ProjectID","ProjectName","PSName","IndustryTypeCode","TradeCode","AcceptTime","ApproveNum","ConstructionSites","ProjectDesc","HasHPfile","HasPFile","ReportUploadCount","PUploadCount","AssessmentCount","AssessmentOpinionCount","AccessoryCount","ChainClass"
"558c21c7-0d8d-41b3-a7d3-cb15266ef752","佛山市兰尔博电器有限公司新建项目","佛山市兰尔博电器有限公司","47","C2929","2021-04-23 10:24:55","20210063","广东省佛山市顺德区杏坛镇齐杏社区顺盈路9号顺德高科智能科技产业中心16栋101之一","","1","1","1","4","1","1","15","A_数据库候选完整链"
"4491dcc9-f187-47b5-a59a-211876a8ea2f","佛山市虹荣包装材料科技有限公司年产胶袋200吨新建项目","佛山市虹荣包装材料科技有限公司","26--053","C2923","2021-04-13 9:37:49","20210072","广东省佛山市顺德区杏坛镇海凌村海赞路20号七层之四","","1","1","1","1","1","1","15","A_数据库候选完整链"
"1594fff3-b2c3-4d0c-8a09-ccf884c049df","佛山市顺德区亿昊塑料制品有限公司新建项目","佛山市顺德区亿昊塑料制品有限公司","26--053","C2929","2021-04-13 8:59:35","杏20210093","广东省佛山市顺德区杏坛镇高赞村委会二环路8号顺德智富园40栋703","","1","1","1","1","1","1","15","A_数据库候选完整链"
"5cdf7a2b-1846-4619-b8ae-d7988c4e0b32","佛山市富凯宏威塑胶有限公司新建项目","佛山市富凯宏威塑胶有限公司","26--053","C2929","2021-04-02 12:01:47","勒20210054","广东省佛山市顺德区勒流街道冲鹤村富安工业区11-1-3号地块之二","","1","1","1","2","1","1","15","A_数据库候选完整链"
"b6a0d892-2d3f-4d40-835a-c4f7451ac068","宸丰（广东）智能科技有限公司年产轮椅塑料配件30万套新建项目","宸丰（广东）智能科技有限公司","26--053","C2929","2021-02-26 15:35:29","勒20210036","广东省佛山市顺德区勒流街道冲鹤村连富一路85号顺德勒流光电产业中心13栋101号厂房","","1","1","1","2","1","1","15","A_数据库候选完整链"
"2b3602b1-2532-4bcc-ab1a-54422ea97f10","广东乐米高电器有限公司新建项目","广东乐米高电器有限公司","26--053","C2929","2021-02-07 8:29:59","20210049","佛山市顺德区杏坛镇顺盈路9号顺德高科智能科技产业中心25栋301单元和25栋302单元","","1","1","1","1","1","1","15","A_数据库候选完整链"
"049ea052-fe2a-4a71-8320-8b35740e1154","佛山市鑫优彩环保新材料有限公司新建项目","佛山市鑫优彩环保新材料有限公司","26--053","C2929","2021-02-04 15:20:18","勒20210029","广东省佛山市顺德区勒流街道冲鹤村连涌二路6号A栋之二十","","1","1","1","2","1","1","15","A_数据库候选完整链"
"083e272d-e513-49e1-a3b5-4af39dcba45c","广东顺德众铭科技有限公司年产塑料件80万件、金属件10万件新建项目","广东顺德众铭科技有限公司","26--053","C2929","2021-01-22 9:58:19","20210045","广东省佛山市顺德区杏坛镇海凌村海赞路12号A栋6楼D区","","1","1","1","2","1","1","15","A_数据库候选完整链"
"78767df1-f9b6-4050-85a5-b908188005ef","佛山市顺德区勒流天汝塑料编织袋厂年产编织袋160万个新建项目","佛山市顺德区勒流天汝塑料编织袋厂","47","C2923","2020-10-29 14:32:42","勒20200220","广东省佛山市顺德区勒流街道光大社区勒流港集约工业区C10号地块（自编16号厂间）","","1","1","1","1","1","1","15","A_数据库候选完整链"
"1d6674ac-4f46-4e2f-852a-39e966e241d0","佛山市瑞莆软胶制品有限公司年产聚氨酯制品30万个新建项目","佛山市瑞莆软胶制品有限公司","47","C2924","2020-10-23 9:45:14","杏20200370","广东省佛山市顺德区杏坛镇高赞村委会二环路8号顺德智富园33栋701、702","","1","1","1","1","1","1","15","A_数据库候选完整链"
"8f8b6ebd-c172-45ba-be63-3260222083ca","佛山市顺德区彦明轩家具用品有限公司年产50吨海绵新建项目","佛山市顺德区彦明轩家具用品有限公司","47","C2924","2020-10-20 17:09:05","杏20200318","广东省佛山市顺德区杏坛镇右滩工业大道29号厂房","","1","1","1","2","1","1","15","A_数据库候选完整链"
"67575253-f760-447c-bd4b-63e2300493e0","佛山市苏特电器科技有限公司新建项目","佛山市苏特电器科技有限公司","47","C2929","2020-07-31 11:50:07","勒20200168","佛山市顺德区勒流街道办事处裕源村委会富安工业区21-1-1号地块二座一楼","","1","1","1","2","1","1","15","A_数据库候选完整链"
"ba61b014-ceda-4b8c-bed5-37768561fbf5","佛山市鹏达光电科技有限公司年产80吨扩散板新建项目","佛山市鹏达光电科技有限公司","47","C2922","2020-05-26 17:34:19","勒20200129","佛山市顺德区勒流街道勒流居委会百丈工业一路（佛山市顺德区强峰金属制品有限公司内厂房之二A）","","1","1","1","1","1","1","15","A_数据库候选完整链"
"b0e59fd7-bc21-40d8-b6b1-fbb6f9e32caf","佛山市顺德区鑫粤翔印刷有限公司新建项目","佛山市顺德区鑫粤翔印刷有限公司","47","C2929","2020-04-17 14:27:17","勒20200080","佛山市顺德区勒流街道支流北岸片D-XB-02-02-04-02号地块（顺德光电产业园东侧）A栋4楼","","1","1","1","1","1","1","15","A_数据库候选完整链"
"7d01b9a4-7402-4be0-98a9-39b4c2e4eaf8","佛山市顺德区美讯塑料餐具包装制品有限公司年产小塑料袋60吨新建项目","佛山市顺德区美讯塑料餐具包装制品有限公司","47","C2921","2019-09-27 10:41:19","勒20190317","佛山市顺德区勒流众涌村众裕北路一街东一巷3号之一","","1","1","1","1","3","2","15","A_数据库候选完整链"
"2a37212d-7d57-41cf-993d-b87d8cf1c680","佛山市巨仁塑胶制品有限公司年产装饰条70吨新建项目","佛山市巨仁塑胶制品有限公司","47","C2922","2019-08-13 11:38:12","勒20190271","佛山市顺德区勒流街道众涌村众裕北一街西三巷2号","","1","1","1","1","1","1","15","A_数据库候选完整链"
"15e7967e-2ab7-416b-8ee2-fcfc7ebaca22","佛山市广诚瑞光学镜片有限公司年产320万个光学镜片新建项目","佛山市广诚瑞光学镜片有限公司","47","C2929","2019-07-16 0:10:28","均20190063","佛山市顺德区均安镇均安居委会祥安南路1号之二（一楼）","","1","1","1","1","1","1","15","A_数据库候选完整链"
"4cd9e1af-0bf5-4fc2-bca6-64b0e01d6529","佛山市枕之家生物科技有限公司新建项目","佛山市枕之家生物科技有限公司","47","C2924","2019-06-29 11:47:25","乐20190205","佛山市顺德区乐从镇罗沙北上工业区三路八号之一","","1","1","1","1","1","1","15","A_数据库候选完整链"
"4e974fa3-be3c-4004-922f-f7d1e444e0e4","顺德区勒流兴联泰塑胶制品厂年产PE复合膜600吨新建项目","顺德区勒流兴联泰塑胶制品厂","47","C2921","2019-06-27 9:02:25","勒20190213","佛山市顺德区勒流街道街道办事处富裕村委会富涌路16号","","1","1","1","1","1","1","15","A_数据库候选完整链"
"02b4efa2-d4f2-41a5-9798-b663dc8538e9","广东顺德利宁电器有限公司年产多功能压力锅51万台新建项目","广东顺德利宁电器有限公司","47","C2929","2019-05-08 11:14:43","均20190048","佛山市顺德区均安镇均安居委会智安中路11号二层之一","","1","1","1","1","1","1","15","A_数据库候选完整链"
"86bc73fd-b288-4970-9c58-7928dcb50017","佛山炫舒塑料制品有限公司年产PET瓶400万个新建项目","佛山炫舒塑料制品有限公司","47","C2926","2019-04-23 10:56:18","北20190073","佛山市顺德区北滘镇碧江居委会工业区珠江大道横一路3号之二","","1","1","1","1","1","1","15","A_数据库候选完整链"
"2279adf7-48a7-4ed3-8b8e-a099c2c3296a","佛山市顺德区富禄实业有限公司年产小家电塑料配件400万件新建项目","佛山市顺德区富禄实业有限公司","47","C2929","2019-04-10 15:04:12","勒20190142","佛山市顺德区勒流街道众涌村众裕路西侧1-2号地块之一","","1","1","1","1","1","1","15","A_数据库候选完整链"
"b305ceea-d6aa-4a6d-acf5-8837bab21da5","佛山市东信机械有限公司新建项目","佛山市东信机械有限公司","47","C2929","2019-04-08 12:10:12","勒20190148","佛山市顺德区勒流街道百丈工业一路8号之12","","1","1","1","1","1","1","15","A_数据库候选完整链"
"c40f3065-3c59-46ae-9f11-03088489d07e","佛山市顺德区勒流美毅塑胶颜料厂年产色母60吨新建项目","佛山市顺德区勒流美毅塑胶颜料厂","47","C2929","2018-12-29 16:39:56","勒20190024","佛山市顺德区勒流富安工业区5号之二","","1","1","1","1","1","1","15","A_数据库候选完整链"
"f2a1ab94-97b4-42b9-b6b7-395b8afef8a6","广州市祥旺纺织品有限公司顺德分公司新建项目","广州市祥旺纺织品有限公司顺德分公司","47","C2925","2018-12-14 15:16:29","陈20190002","佛山市顺德区陈村镇庄头村委会庄头工业区6号1楼之一","","1","1","1","2","1","1","15","A_数据库候选完整链"
"77ac1b1f-e5ea-43af-9369-fda363931144","佛山市顺德区伦教凯晗机械配件制造厂年产5万米塑料拖链新建项目","佛山市顺德区伦教凯晗机械配件制造厂","47","C2929","2018-10-22 10:16:57","伦20180267","佛山市顺德区伦教常教居委会科技西路7号（捷成纺织有限公司4号车间之一）","","1","1","1","1","1","1","15","A_数据库候选完整链"
"d5043282-ca28-4a6c-b747-e840a7d1372d","广东大明拉斐电气有限公司年产200万个开关插座新建项目","广东大明拉斐电气有限公司","47","C2929","2018-07-24 11:30:09","陈20180134","佛山市顺德区陈村镇赤花居委会白陈公路赤花路段赤花工业区大道2号之二","","1","1","1","1","1","1","15","A_数据库候选完整链"
"1b20901e-7a9a-48bd-a6d3-2379895c0482","佛山市智鑫塑胶制品有限公司年产家电塑料配件80吨新建项目","佛山市智鑫塑胶制品有限公司","47","C2929","2018-07-24 10:50:35","勒20180411","佛山市顺德区勒流街道建设工业五路25号之一","","1","1","1","1","2","1","15","A_数据库候选完整链"
"bf57356d-1dd8-4987-bfe8-4ec3edb62cd3","佛山市昌佰五金电器制造有限公司年产120万件收纳盘新建项目","佛山市昌佰五金电器制造有限公司","47","C2929","2018-07-10 8:59:30","20180069","佛山市顺德区杏坛镇海凌村委会顺德西部生态产业区D-21-2地块之一","","1","1","1","1","1","1","15","A_数据库候选完整链"
"feba4815-e761-4b14-8823-48a1bf4b00b9","佛山市顺德区志信塑胶制品有限公司年产空调塑料配件150万件新建项目","佛山市顺德区志信塑胶制品有限公司","47","C2929","2018-07-05 17:14:06","北20180196","佛山市顺德区北滘镇碧江坤洲工业区群力路9号之二","","1","1","1","1","1","1","15","A_数据库候选完整链"
"0db21d33-6112-4f88-80bb-c03f3f573c2e","广东汇达鑫电力实业有限公司年产10000条电缆管新建项目","广东汇达鑫电力实业有限公司","47","C2922","2018-06-28 9:26:18","北20180191","佛山市顺德区北滘镇槎涌工业二路西侧6号之二C","","1","1","1","2","1","1","15","A_数据库候选完整链"
"6f4f0b2c-0e27-4185-8324-80cca7877162","佛山市英邦包装材料有限公司新建项目","佛山市英邦包装材料有限公司","47","C2924","2018-05-31 10:53:51","龙20180179","佛山市顺德区龙江镇官田北路4号第一厂房一至二楼","","1","1","1","1","1","1","15","A_数据库候选完整链"
"2b508bf7-d3ce-41f1-a8c6-d10f004ffc53","佛山市骐腾塑胶五金有限公司新建项目","佛山市骐腾塑胶五金有限公司","47","C2929","2018-05-24 16:25:31","杏20180144","佛山市顺德区杏坛镇光华村百安路光华大草寨工业区03F","","1","1","1","1","1","1","15","A_数据库候选完整链"
"6000076c-6c00-4b5e-9b6f-5b96a951219b","佛山市溢能新材料有限公司年产聚乙烯薄膜570吨新建项目","佛山市溢能新材料有限公司","47","C2921","2018-05-24 16:24:47","杏20180143","佛山市顺德区杏坛镇七滘工业园光华区三路1号之第1厂房","","1","1","1","1","1","1","15","A_数据库候选完整链"
