project_id,file_name,page,table_local_index,row_index,row_status,cell_hit_ratio,row_preview,missed_cells,md_file,file_id
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,9,2,11,疑似缺失,0.5,制品制造； 电线、电 | 77,制品制造； 电线、电,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,9,2,12,完整,1.0,行业类别 | C3831 | 行业类别 | 线、电缆、光缆及电工器材制造，其,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,9,2,24,完整,1.0,总投资（万元） | 1000 | 环保投资（万元） | 30,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,9,2,25,完整,1.0,环保投资占比（%） | 3 | 施工工期 | 2个月,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,9,2,27,完整,1.0,是否开工建设 | 2 | 5162.06,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,2,3,完整,1.0,"区域
布局
管控 | 1-1.【生态/禁止类】单元内的一般生态
空间，主导生态功能为水土保持，禁止
在25度以上的陡坡地开垦种植农作物，
禁止在崩塌、滑坡危险区、泥石流易发
区从事采石、取土、采砂等可能造成水
土流失的活动。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,2,4,完整,1.0,"1-2.【产业/鼓励引导类】重点发展机器
人及配套产业、智能家用电器、高端新
型电子信息、新材料等制造业和总部经
济、电子商务、工业设计与文化创意、
科技金融等现代服务业，打造智能制造
和智慧家电示范区。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,2,5,完整,1.0,"1-3.【产业/综合类】系统推进村级工业
园升级改造，腾出连片空间，布局产业
集聚区和主题产业园，推动工业项目入
园集聚发展。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,2,完整,1.0,1、与 | 广东省、佛山市、佛山市顺德区“三 | 线一单”生态环境分区管控方 | 案相符,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,4,完整,1.0,1.1、 | 与广东省“三线一单”生态环境分区管 | 控方案相符性分析,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,6,完整,1.0,知 | 》（粤 | 府〔2020〕71号）发布的广东省环境 | 管控单元图，项目所在地属于 | 重点,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,7,完整,1.0,管 | 控单元 | ，项目总体符合重点管控单元的要求 | 。具体分析详见表1-1。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,8,完整,1.0,1.2、 | 与佛山市“三线一单”生态环境分区管 | 控方案相符性分析,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,10,完整,1.0,（ | 2024年 | 版）>的通知》（佛环〔2024〕20号 | ）发布的佛山市环境管控单元 | 图，项,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,12,完整,1.0,ZH | 440606 | 20004）。项目总体符合重点管控单 | 元的要求。具体分析详见表1-1 | 。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,13,完整,1.0,1.3、 | 与佛山市顺德区“三线一单”生态环境 | 分区管控方案相符性分析,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,16,疑似缺失,0.5,其他符合性分 | 2021 11,2021 11,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,17,完整,1.0,析 | 为 | 北滘镇 | 重点管控区，环境管控单元编码：ZH | 44060620004。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,18,完整,1.0,项目 | 与广东省佛山市顺德区重点管控单元 | 4准入清单相符性分析详见表 | 1-1。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,19,完整,1.0,表1-1 项目与广东省佛山市顺德区重点 | 管控单元4准入清单相符性分析,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,21,完整,1.0,《佛山市 | 生态环境局关于印发<佛山市“三线一单”生 | 态环境分区管控方案（2024年版）> | 的通,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,22,完整,1.0,知》（佛环〔2024〕 | 20号）,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,31,疑似缺失,0.5,区域 | 1-2. /,1-2. /,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,10,3,33,完整,1.0,管控 | 型电子信息、新材料等制造业和总部经 | 项目不涉及。 | 符合,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,1,完整,1.0,"1-4.【水/限制类】严格限制在佛山市禅
城南庄紫洞水厂、佛山市禅城沙口（石
湾）水厂、羊额—北滘水厂、广州市南
洲水厂顺德水道取水口饮用水水源保护
区上游和周边区域建设列入“高污染、高
环境风险”产品名录等可能影响水环境
安全的项目。 | 项目生活污水经三级化粪处理
达标后排至北滘污水处理厂处
理。间接循环冷却水定期排水可
作为清净下水通过市政雨水管
网排",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,2,完整,1.0,"1-5.【大气/限制类】大气环境受体敏感
重点管控区内，应严格限制新建储油库
项目、产生和排放有毒有害大气污染物
的建设项目以及使用溶剂型油墨、涂料、
清洗剂、胶黏剂等高挥发性有机物原辅
材料项目，鼓励现有该类项目搬迁退出。 | 项目位于大气环境敏感重点管
控区内，所属行业为C2929塑料
零件及其他塑料制品制造；
C3831电线、电缆制造，项目生
产过程中",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,3,完整,1.0,"1-6.【大气/鼓励引导类】大气环境高排
放重点管控区内，应强化达标监管，引
导工业项目落地集聚发展，有序推进区
域内行业企业提标改造。 | 项目位于北滘镇高排放重点管
控单元，废气可达标排放。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,4,完整,1.0,"1.7.【产业/综合类】划定家具生产优先发
展区域，优先发展区外不再新建涉及涂
装工艺的木质家具制造项目。优先发展
区范围根据家具产业发展规划及其规划
环评文件确定。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,5,完整,1.0,"1-8.【产业/限制类】受纳水体或监控断
面不达标且未“以新带老”制定区域达标
方案的河涌，不得新建、扩建向河涌直
接排放废水的项目。新建、扩建含蚀刻
工序的线路板生产项目和化工项目应在
配套污水集中处置的工业园区或生活污
水管网覆盖区域内建设；纯加工型印花
项目，含酸洗、磷化的金属表面处理、
金属制品项目（与自身高新技术企业配
套的和区级及以上重点项目除外",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,6,完整,1.0,"能源
资源
利用 | 2-1【能源/鼓励引导类】推广节能技术，
加快发展绿色货运与现代物流。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,1,7,完整,1.0,"2-2【能源/鼓励引导类】推广新能源汽车
应用和充电基础设施建设，积极推动重
卡LNG加气站、充电基础设施、加氢站
建设。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,2,完整,1.0,1-4.【水/限制类】严格限制在佛山市禅 | 达标后排至北滘污水处理厂处,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,6,完整,1.0,区上游和周边区域建设列入“高污染、高 | 由佛山市科源达环保污水处理,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,7,完整,1.0,环境风险”产品名录等可能影响水环境 | 有限公司回收处理。项目不在,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,8,完整,1.0,安全的项目。 | “高污染、高环境风险”产品名录,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,14,完整,1.0,1-5.【大气/限制类】大气环境受体敏感 | 产过程中需使用少量高挥发性,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,15,完整,1.0,重点管控区内，应严格限制新建储油库 | 有机物原辅材料（油性油墨、稀,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,16,完整,1.0,项目、产生和排放有毒有害大气污染物 | 释剂），根据第二章分析可知，,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,18,完整,1.0,的建设项目以及使用溶剂型油墨、涂料、 | 使用的高挥发性有机物原辅材,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,19,完整,1.0,清洗剂、胶黏剂等高挥发性有机物原辅 | 料暂无法替代。本项目有机废气,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,20,完整,1.0,材料项目，鼓励现有该类项目搬迁退出。 | 经集气罩收集后通过活性炭吸,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,28,完整,1.0,导工业项目落地集聚发展，有序推进区 | 控单元，废气可达标排放。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,32,完整,1.0,装工艺的木质家具制造项目。优先发展 | 项目不涉及。 | 符合,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,54,疑似缺失,0.667,2-1 / | 项目不涉及。 | 符合,2-1 /,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,11,2,57,完整,1.0,资源 | 2-2【能源/鼓励引导类】推广新能源汽车,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,1,完整,1.0,"2-3.【能源/综合类】科学实施能源消费
总量和强度“双控”，新建高能耗项目单
位产品（产值）能耗达到国际国内先进
水平。 | 项目生产过程中资源消耗量相
对区域资源利用总量较少。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,2,完整,1.0,"2-4.【水资源/综合类】贯彻落实“节水优
先”方针，实行最严格水资源管理制度，
北滘镇万元国内生产总值用水量、万元
工业增加值用水量、用水总量、农田灌
溉水有效利用系数等用水总量和效率指
标达到区下达要求。 | 项目用水量较少，符合要求。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,3,完整,1.0,"2-5.【土地资源/限制类】落实单位土地
面积投资强度、土地利用强度等建设用
地控制性指标要求，提高土地利用效率。 | 项目已落实单位土地面积投资
强度、土地利用强度等建设用地
控制性指标要求，提高土地利用
效率。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,4,完整,1.0,"2-6.【岸线/禁止类】严格水域岸线用途
管制，新建项目一律不得违规占用水域。
严禁破坏生态的岸线利用行为和不符合
其功能定位的开发建设活动，严禁以各
种名义侵占河道、围垦湖泊、非法采砂
等。 | 项目使用已建成工业厂房，不涉
及“违规占用水域。严禁破坏生
态的岸线利用行为和不符合其
功能定位的开发建设活动，严禁
以各种名义侵占河道、围垦湖
泊、非法采砂等。",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,5,完整,1.0,"污染
物排
放管
控 | 3-1.【水/限制类】城镇新区建设实行雨
污分流，逐步推进初期雨水收集、处理
和资源化利用。住宅、商业体、学校、
市场等城镇开发建设项目应当配套或者
同步计划建设公共排水设施，公共排水
设施或自建排污水设施未能投产运行
的，以上涉水项目不得投入使用。新建
小区严格实施雨污分流，阳台、露台等
污水接入污水收集系统，将生活污水“应
截尽",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,6,完整,1.0,"3-2.【水/综合类】结合村级工业园改造，
全面提升产业层次与集聚度，促进污染
集中整治。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,7,完整,1.0,"3-3.【水/综合类】稳步推进排水设施“三
个一体化”管理模式，补齐城乡污水收集
和处理短板，推动群力围污水处理厂提
质增效，加快消除城中村、老旧城区、
城乡结合部等污水收集管网空白区，逐
步实现城乡污水水收集处理全覆盖。
2025年前完成群力围污水处理厂扩建，
尾水应执行《城镇污水处理厂污染物排
放标准》（GB18918-2002）一级A标准
及《广东省水",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,1,8,完整,1.0,"3-4.【水/综合类】近期保留并完善水口
村、三桂村、西滘村、马龙村等现状农
村污水分散式处理设施，新建莘村、马
龙村等分散式污水处理站建设，继续完
善污水支管网建设，提高污水收集处理
率，其余行政村（社区）继续完善污水
管网建设，实现农村污水100%收集进入
市政污水系统，有条件的区域实施雨污
分流改造，到2030年全面雨污分流，污
水纳入北滘城镇污水处理",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,2,疑似缺失,0.5,总量和强度 双控 ，新建高能耗项目单 | 项目生产过程中资源消耗量相,总量和强度 双控 ，新建高能耗项目单,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,4,完整,1.0,位产品（产值）能耗达到国际国内先进 | 对区域资源利用总量较少。,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,15,疑似缺失,0.5,2-5. / | 强度、土地利用强度等建设用地,2-5. /,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,19,完整,1.0,2-6.【岸线/禁止类】严格水域岸线用途 | 项目使用已建成工业厂房，不涉,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,40,完整,1.0,全面提升产业层次与集聚度，促进污染 | 项目不涉及。 | 符合,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,12,2,43,完整,1.0,污染 | 个一体化”管理模式，补齐城乡污水收集,,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,1,完整,1.0,"3-5.【大气/综合类】大力推进低VOCs
含量原辅材料替代，加快涉VOCs重点
行业的生产工艺升级改造，推行自动化
生产工艺，对达不到要求的VOCs收集
及治理设施进行整治提升，逐步淘汰低
效VOCs治理设施。 | 项目生产过程中需使用少量高
挥发性有机物原辅材料（油性油
墨、稀释剂），根据第二章分析
可知，使用的高挥发性有机物原
辅材料暂无法替代。本项目",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,2,完整,1.0,"环境
风险
防控 | 4-1.【水/综合类】加强单元内佛山市禅
城南庄紫洞水厂、佛山市禅城沙口（石
湾）水厂、羊额—北滘水厂、广州市南
洲水厂顺德水道取水口饮用水水源保护
区周边环境风险源管控，完善突发环境
事件应急管理体系。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,3,完整,1.0,"4-2.【水/综合类】北滘污水处理厂、群
力围污水处理厂、工业污水集中处理设
施应采取有效措施，防止事故废水直接
排入水体。完善污水处理厂在线监控系
统联网，实现污水处理厂的实时、动态
监管。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,4,完整,1.0,"4-3.【风险/综合类】加强环境风险分级
分类管理，强化金属制品、有色金属和
压延加工、化学原料和化学品制造业等
涉重金属、化工行业企业及工业园区等
重点环境风险源的环境风险防控。 | 项目通过采取防止泄漏措施，在
火灾和爆炸事故次生灾害时，可
通过封堵厂区门口，采取紧急疏
散等措施，其环境风险总体是可
控的。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,6,完整,1.0,"区域
布局
管控 | 1-1.【生态/禁止类】单元内的一般生态
空间，主导生态功能为水土保持，禁止
在25度以上的陡坡地开垦种植农作物，
禁止在崩塌、滑坡危险区、泥石流易发
区从事采石、取土、采砂等可能造成水
土流失的活动。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,7,完整,1.0,"1-2.【产业/鼓励引导类】重点发展机器
人及配套产业、智能家用电器、高端新
型电子信息、新材料等制造业和总部经
济、电子商务、工业设计与文化创意、
科技金融等现代服务业，打造智能制造
和智慧家电示范区。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,13,1,8,完整,1.0,"1-3.【产业/综合类】产业聚集区所属地
块内的工业用地或企业与村庄、学校等
环境敏感点之间应设置合理的大气环境
防护距离，并通过绿化带进行有效隔离；
聚集区规划布局应注重大气污染排放企
业应尽量避免布局在居住用地的常年主
导风向的上风向。 | 项目不涉及。 | 符合",,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
