source_id,relative_path,sha256,allowed_scope
K041,03_指南解析_明文标准库/cards_by_skill/14_危险废物识别.json,39eaf0d806d85aeb539d2100c0c59723bdfac025fcea510bf6c11a133a679be7,国家/广东/佛山/顺德环评知识候选，需人工核验
K042,03_指南解析_明文标准库/cards_by_skill/14_危险废物识别.md,a010afb119444d414055055133db6c027d42542da0f3dc258e3cb7b3fe8ad9f8,国家/广东/佛山/顺德环评知识候选，需人工核验
K043,03_指南解析_明文标准库/cards_by_skill/15_VOCs总量控制.json,1e1db519005fefb726affd65f10a0a2bec120a86f47ac34a9f51d8143a1eeebe,国家/广东/佛山/顺德环评知识候选，需人工核验
K044,03_指南解析_明文标准库/cards_by_skill/15_VOCs总量控制.md,362f8e1bf2ba2cbbb0f4374490552880e3a8dabe8779b865125059fccb2e1dff,国家/广东/佛山/顺德环评知识候选，需人工核验
K045,03_指南解析_明文标准库/CLAUDE_CODE_UPLOAD_PROMPT.md,035e9dedfc04dfbdf71db30a0d98d404ab2cdcd4d7dae94f690ce100332cea51,国家/广东/佛山/顺德环评知识候选，需人工核验
K046,03_指南解析_明文标准库/DIFY_KB_SOURCE_MANIFEST.csv,5f48e994ce2e50acd2abacc5e2af0a3965b24717d8d0b96cb857ae78ee91b887,国家/广东/佛山/顺德环评知识候选，需人工核验
K047,03_指南解析_明文标准库/dify_kb_standard_entries_parse_report.md,8ea6c35b95036dbd00b97cc1f203e1fe0ad4219865acc618b595f29870fd3c1d,国家/广东/佛山/顺德环评知识候选，需人工核验
K048,03_指南解析_明文标准库/dify_kb_standard_entries_pilot.jsonl,4a7cc6ddf4d99bb212d285bb78adc64fde76fc4c7d0796d72f60bdf3dd9c786e,国家/广东/佛山/顺德环评知识候选，需人工核验
K049,03_指南解析_明文标准库/dify_kb_standard_entries_pilot.md,ba3f84b4f3ce3f963c593e3b601bac82b29ed4d11fc8973598f438d6ddf5bd7d,国家/广东/佛山/顺德环评知识候选，需人工核验
K050,03_指南解析_明文标准库/Dify工作流知识库/#10_产污系数定量核算指南.md,2a04f5ba5d62d3d9b8d4cc81ff4994126dab123da3a25f549db7684a7248dc51,国家/广东/佛山/顺德环评知识候选，需人工核验
K051,03_指南解析_明文标准库/Dify工作流知识库/#17_废气收集形式及排气量计算指南.md,0572f27ec5f79a4debe972a76c77c0bcdfb11e85275a73ea94df202084afa5c9,国家/广东/佛山/顺德环评知识候选，需人工核验
K052,03_指南解析_明文标准库/Dify工作流知识库/#18_废气收集风量与设计风量核算指南.md,4c930b70698e71f6f322f9c3b5d45929cad799051420330de27c9a39f64d9207,国家/广东/佛山/顺德环评知识候选，需人工核验
K053,03_指南解析_明文标准库/Dify工作流知识库/#19_废气收集效率判定指南.md,26905dd53e59836da30d549868096e88572cd5dce4a04d6afb115e8add57c724,国家/广东/佛山/顺德环评知识候选，需人工核验
K054,03_指南解析_明文标准库/Dify工作流知识库/#2_环评投资核算指南.md,131a23e09387daf65d14d3bcd719e59b309bc2ca31b8136b570dccad5b52f958,国家/广东/佛山/顺德环评知识候选，需人工核验
K055,03_指南解析_明文标准库/Dify工作流知识库/#5_建设内容编制完整性指南.md,260a06819abcbb1e275fe5e897af8cfb78db55971d8bd1e5f834c5936fbfbb7e,国家/广东/佛山/顺德环评知识候选，需人工核验
K056,03_指南解析_明文标准库/Dify工作流知识库/#6_2023年佛山市顺德区生态环境状态公报.txt,bc4f5fc4b53d4a27f88453bbab631e5d37dc34282dfad58de9819e8f35e7ec95,国家/广东/佛山/顺德环评知识候选，需人工核验
K057,03_指南解析_明文标准库/Dify工作流知识库/#6_2024年佛山市顺德区生态环境状态公报.txt,a45b8d5f9dafa822b6ed59598dae0876f98dde8b0a74164664c67524b3c5fee8,国家/广东/佛山/顺德环评知识候选，需人工核验
K058,03_指南解析_明文标准库/Dify工作流知识库/#7_GB12348噪声排放限值.md,2158a9439608218a64a811ff167e16777c75a9872d178f582ad96c6fb0b3c147,国家/广东/佛山/顺德环评知识候选，需人工核验
K059,03_指南解析_明文标准库/Dify工作流知识库/#7_收纳水体地表水执行标准.csv,cfc3d871cab5b13e8d7f092c8a33de51fd5c24dfb41c9aa411d8aded3c03ed14,国家/广东/佛山/顺德环评知识候选，需人工核验
K060,03_指南解析_明文标准库/Dify工作流知识库/#7_环境质量标准限值速查.md,146969522fb261db71760ba8fa506d4245db3a90356cc1ca178577fdfc92e68e,国家/广东/佛山/顺德环评知识候选，需人工核验
K061,03_指南解析_明文标准库/Dify工作流知识库/#8_GB31572表4排放限值.md,98fe076e83253b2a1c36a1a15d95d58f9351b74b0a918ffe126514d0c3862e34,国家/广东/佛山/顺德环评知识候选，需人工核验
K062,03_指南解析_明文标准库/Dify工作流知识库/#8_塑料制品业典型污染源及执行标准.csv,0ff9afba6f83e2123097902daadb0218657c8a2d2b05a6e1680dc84e3c445404,国家/广东/佛山/顺德环评知识候选，需人工核验
K063,03_指南解析_明文标准库/Dify工作流知识库/#8_塑料制品业典型污染源及执行标准.md,1243d141a6c5e4103ccedb849273ae77ba14c66aa6636c96c84979ae2d1f5497,国家/广东/佛山/顺德环评知识候选，需人工核验
K064,03_指南解析_明文标准库/Dify工作流知识库/#9_塑料制品业产污系数_废气.json,f5e0fa76eaa2d85a991300a747d16a45c7334db3560f66b1cf5c9c6f10841ea9,国家/广东/佛山/顺德环评知识候选，需人工核验
K065,03_指南解析_明文标准库/Dify工作流知识库/#9_塑料制品业产污系数_废气_速查.md,96d816b63174e4b079a8bb685fddd22ff1fd654de20f6baff1fb47afb723f683,国家/广东/佛山/顺德环评知识候选，需人工核验
K066,03_指南解析_明文标准库/Dify工作流知识库/DB44_2367-2022.md,940ab88b5101d5d264f72ca05d28e77683dffd61e873ac9b1bf3f92b283075f2,国家/广东/佛山/顺德环评知识候选，需人工核验
K067,03_指南解析_明文标准库/Dify工作流知识库/DB44_26-2001.md,4d7deb5e18c45ea4bc65261260271c9dd78b039110a6593a113ea10e404ea0dc,国家/广东/佛山/顺德环评知识候选，需人工核验
K068,03_指南解析_明文标准库/Dify工作流知识库/DB44_27-2001.md,1eb4cd39b79d6fdd55e910f3ab6475bd75ac68b9d434c75ebeff06a51e3a47c9,国家/广东/佛山/顺德环评知识候选，需人工核验
K069,03_指南解析_明文标准库/Dify工作流知识库/DB44_814-2010.md,622d1604e1a5022ecf9440278dbf38ee6a7ca43bbc1aaa6b8890487d8c285983,国家/广东/佛山/顺德环评知识候选，需人工核验
K070,03_指南解析_明文标准库/Dify工作流知识库/DB44_815-2010.md,5da6e5771034ba0b3f6ebf82cfcd7657c344336e714dfd54689f6993da614b53,国家/广东/佛山/顺德环评知识候选，需人工核验
K071,03_指南解析_明文标准库/Dify工作流知识库/DIFY_KB_INDEX.md,7afcf32bb7df7055baafa10a879bb63b66f2fa890b3d16da44652921ed55f529,国家/广东/佛山/顺德环评知识候选，需人工核验
K072,03_指南解析_明文标准库/Dify工作流知识库/GB_12348-2008.md,3a1108e760e666211706bcef188bed76267d387f0f57e318ad49aa841092dfbf,国家/广东/佛山/顺德环评知识候选，需人工核验
K073,03_指南解析_明文标准库/Dify工作流知识库/GB_14554-93.md,1981801700d9c72b56abf3756820abade3afe47a03c7e65f99760b2ba7205f19,国家/广东/佛山/顺德环评知识候选，需人工核验
K074,03_指南解析_明文标准库/Dify工作流知识库/GB_16297-1996.md,b396eef564a6801a5fec62c58d36c4cd258f53e6d634a9ce29e7e00cd106247f,国家/广东/佛山/顺德环评知识候选，需人工核验
K075,03_指南解析_明文标准库/Dify工作流知识库/GB_18597-2023.md,214ec31a196ed97bc0b057da6e2bd0918769f594640e00c47ecb165795aa59be,国家/广东/佛山/顺德环评知识候选，需人工核验
K076,03_指南解析_明文标准库/Dify工作流知识库/GB_18599-2020.md,804f20a961c0fea96859e28086546594183cbece03542d5635339de53e2f4ddc,国家/广东/佛山/顺德环评知识候选，需人工核验
K077,03_指南解析_明文标准库/Dify工作流知识库/GB_3095-2012.md,86735383a9d86a4fdefd2041106f42273a8c611b7db46d653a8359d5b4dff9ad,国家/广东/佛山/顺德环评知识候选，需人工核验
K078,03_指南解析_明文标准库/Dify工作流知识库/GB_3096-2008.md,7243bf586cbb03274cd4f4ff7079e6014deb81c760ea7fb389ba538269110e88,国家/广东/佛山/顺德环评知识候选，需人工核验
K079,03_指南解析_明文标准库/Dify工作流知识库/GB_31572-2015.md,6fc8fb0aa20fae0bc4f41c8786b07fadb142ee2b77366932a139b3a8e19a3247,国家/广东/佛山/顺德环评知识候选，需人工核验
K080,03_指南解析_明文标准库/Dify工作流知识库/GB_33372-2020.md,1e043f06f6bd493461b1ae539fcc2d0eebe49fb1c03ebc84855f750e2a31e480,国家/广东/佛山/顺德环评知识候选，需人工核验
K081,03_指南解析_明文标准库/Dify工作流知识库/GB_37822-2019.md,eca3342746ef81b80accc3f18c2594d67fe0866967bab002baecec64473aa25b,国家/广东/佛山/顺德环评知识候选，需人工核验
K082,03_指南解析_明文标准库/Dify工作流知识库/GB_3838-2002.md,857d76ce5d4ca921ef84ff372a3eed290f2bf16e7f4ba268ec3b23dc6cc851d5,国家/广东/佛山/顺德环评知识候选，需人工核验
K083,03_指南解析_明文标准库/Dify工作流知识库/GB_38508-2020.md,9794d049ae56865cc7b4d479166dc3993c1f44b4d6b2bbe0693a1d87e655b579,国家/广东/佛山/顺德环评知识候选，需人工核验
K084,03_指南解析_明文标准库/Dify工作流知识库/GB_41616-2022.md,3cee46f0e8aac3fdf6a18af060ad9cbab803b8ab190aa578520ed142df3ffe66,国家/广东/佛山/顺德环评知识候选，需人工核验
K085,03_指南解析_明文标准库/Dify工作流知识库/HJ_1122-2020.md,0c7fd0810d1d90c947a9847a92219fb84908337a2caf69dcc7b24ba8f2eec51a,国家/广东/佛山/顺德环评知识候选，需人工核验
K086,03_指南解析_明文标准库/Dify工作流知识库/HJ_1207-2021.md,971f7d16b86e872d4d81592835c82b5b4dce0a6d7db313fcba961310253f7975,国家/广东/佛山/顺德环评知识候选，需人工核验
K087,03_指南解析_明文标准库/Dify工作流知识库/HJ_169-2018.md,0f17a56c4147dcf254ed3ff6613feaf015651385955437f5557c7449e0ec0135,国家/广东/佛山/顺德环评知识候选，需人工核验
K088,03_指南解析_明文标准库/Dify工作流知识库/HJ_2025-2012.md,78a697e32945e2bd42bab4dbae0507744cb6116e4345b9a47213a04ac3103fbc,国家/广东/佛山/顺德环评知识候选，需人工核验
K089,03_指南解析_明文标准库/Dify工作流知识库/HJ_2026-2013.md,7a75856854dcf923e258f2ab048cce51c54fbbb0e91613a0d6167598a7ce08bf,国家/广东/佛山/顺德环评知识候选，需人工核验
K090,03_指南解析_明文标准库/Dify工作流知识库/HJ_819-2017.md,d1a3ddb67a6bbb9b8526cb9425a4d7b268123574353d6f7b8ad3685ce706571c,国家/广东/佛山/顺德环评知识候选，需人工核验
K091,03_指南解析_明文标准库/Dify工作流知识库/HJ_884-2018.md,9633a86480c3e20a5f1047b0d815ce6f4f528b7866b3ec4aafaaa960fa8fc74b,国家/广东/佛山/顺德环评知识候选，需人工核验
K092,03_指南解析_明文标准库/Dify工作流知识库/HJ_942.md,e0e675e78c3cc0f0d8b028aace6fc2accb53f5d9accb49bc9904882b09c7291c,国家/广东/佛山/顺德环评知识候选，需人工核验
K093,03_指南解析_明文标准库/Dify工作流知识库/national_economic_classification.json,c7079b4acf843e8b2beadb9232439c6a844dabc6ea2016a3d6dca08b1d91f51c,国家/广东/佛山/顺德环评知识候选，需人工核验
K094,03_指南解析_明文标准库/Dify工作流知识库/national_economic_classification.jsonl,463e2c633da7355284ce7c80183c01ba3260c4f2328adbef3e9d014a1ceee0b9,国家/广东/佛山/顺德环评知识候选，需人工核验
K095,03_指南解析_明文标准库/Dify工作流知识库/plastic_rubber_industry_classification_checked.md,f46ef33513c0ab14f4ea69de5676cf08c25f05383199c73572c90085bd5fd424,国家/广东/佛山/顺德环评知识候选，需人工核验
K096,03_指南解析_明文标准库/Dify工作流知识库/三线一单_全部管控单元表格.json,fe29707af24d62e9b7c2ce10d8d38dd9c3bd47f8674f4a0660dfcf6b0d29c3e2,国家/广东/佛山/顺德环评知识候选，需人工核验
K097,03_指南解析_明文标准库/Dify工作流知识库/三线一单_顺德管控单元.json,fc3cb301c87c18de827b8121b4ef887ed4c0d837fffc75443a0005b73e33dc30,国家/广东/佛山/顺德环评知识候选，需人工核验
K098,03_指南解析_明文标准库/Dify工作流知识库/三线一单_顺德管控单元_完整.json,466b10b3db3240661afa63020991b68f0398b9f4b69515294e24614415266f40,国家/广东/佛山/顺德环评知识候选，需人工核验
K099,03_指南解析_明文标准库/Dify工作流知识库/三线一单_顺德管控单元准入清单.json,9a20c437d3130e683e80ef528f22c05f6bbe644a76192c4dd5c57ea3aeacaf5f,国家/广东/佛山/顺德环评知识候选，需人工核验
K100,03_指南解析_明文标准库/Dify工作流知识库/三线一单_顺德管控单元准入清单.md,b74349da438b306d6467b20d71fc643d700906e9a2608a0297b36b1cf24174be,国家/广东/佛山/顺德环评知识候选，需人工核验
K101,03_指南解析_明文标准库/manual_review_sample_5_v4.md,e153895d7a037f467a4ceb6d92b95c18003dfcfc6e4518323b5f4f1a9d0e12d8,国家/广东/佛山/顺德环评知识候选，需人工核验
K102,03_指南解析_明文标准库/plastic_guide_standard_library_v3_deep.jsonl,7b30669f92cb2b7b977853df85828429d2206e211d03c3f094424e62c96d3d30,国家/广东/佛山/顺德环评知识候选，需人工核验
K103,03_指南解析_明文标准库/plastic_guide_standard_library_v3_deep.md,489cf7f31cfed6ec8a4e54b68c9bec26df822908a5fa72d784c7e2db10fe6afc,国家/广东/佛山/顺德环评知识候选，需人工核验
K104,03_指南解析_明文标准库/plastic_guide_standard_library_v4_skill_aligned_pilot.jsonl,bad47ea3d197f3174515b9c665f13df08fbbe1a05b75ae00af99ac11214f84a3,国家/广东/佛山/顺德环评知识候选，需人工核验
K105,03_指南解析_明文标准库/plastic_guide_standard_library_v4_skill_aligned_pilot.md,28e9cefc66e90dd81e7cbf4c6eba0e4cb34e36fb1a14a2607a4bde644dff70b2,国家/广东/佛山/顺德环评知识候选，需人工核验
K106,03_指南解析_明文标准库/quality/QUALITY_CHECK.md,7a3f7889a84c41e451e010f0393edd551c0dc6d167c20593d9b076e465560ad3,国家/广东/佛山/顺德环评知识候选，需人工核验
K107,03_指南解析_明文标准库/README.md,afd0f89bf2792cd12b91e19f6f541971fd5f1c9fa5b80ab9ac9f7fbdc0ebd6ea,国家/广东/佛山/顺德环评知识候选，需人工核验
K108,03_指南解析_明文标准库/retrieval_example.json,b88607deed185896f906cc0c6c67af3232c8e9af7ed8ea2808cff0df49463753,国家/广东/佛山/顺德环评知识候选，需人工核验
K109,03_指南解析_明文标准库/skills_to_standard_mapping.yaml,bc14b3656fde6af1c2740dfb4916986777efc40f746fa4346c211f66cb02d8cc,国家/广东/佛山/顺德环评知识候选，需人工核验
K110,03_指南解析_明文标准库/standard_cards.json,a56e4b462bd5d712253fad0756b2d33da9f3b9c6fc5c9201967034fd83fe4b9e,国家/广东/佛山/顺德环评知识候选，需人工核验
K111,03_指南解析_明文标准库/standard_cards.jsonl,ec92a201db05a8673d3da2d27a67599324571f5b61ec9c95e317566a29a0bae3,国家/广东/佛山/顺德环评知识候选，需人工核验
K112,03_指南解析_明文标准库/STANDARD_CARDS.md,42258594f1cb7b3764a5d471a328f8053e8adbaed5a826e07bb6d24e6fa0ea76,国家/广东/佛山/顺德环评知识候选，需人工核验
K113,03_指南解析_明文标准库/standard_reference_pilot_from_reports.csv,ce804061b76398cfe9ad9f7f71fa8577b606d28a7f7f2cbe2258f538baece881,国家/广东/佛山/顺德环评知识候选，需人工核验
K114,03_指南解析_明文标准库/standard_source_download_manifest_v4.md,50a173320a9e606f2ed997866fb93094e71c7b43f4eeffdc296d4dbc7a0a991e,国家/广东/佛山/顺德环评知识候选，需人工核验
