project_id,project_name,evidence_type,evidence_id,source_location,value,extra,quote,source_file
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-2,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",1 | 涂布机(配套上胶槽体、复合熟化线) | 线速：10-25m/min；温度：80℃-100℃ | 台 | 3 | 上胶、复合、熟化,,1 | 涂布机(配套上胶槽体、复合熟化线) | 线速：10-25m/min；温度：80℃-100℃ | 台 | 3 | 上胶、复合、熟化,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-3,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",2 | 胶水搅拌机 | / | 台 | 2 | 胶水调配,,2 | 胶水搅拌机 | / | 台 | 2 | 胶水调配,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-4,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",3 | 空压机 | / | 台 | 1 | 提供动力,,3 | 空压机 | / | 台 | 1 | 提供动力,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-5,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",4 | 打扎机 | / | 台 | 1 | 包装,,4 | 打扎机 | / | 台 | 1 | 包装,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-6,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",5 | 复卷机 | / | 台 | 1 | 收卷,,5 | 复卷机 | / | 台 | 1 | 收卷,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-7,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",6 | 水墨印刷机 | 印刷速度为2印次/min | 台 | 1 | 印刷,,6 | 水墨印刷机 | 印刷速度为2印次/min | 台 | 1 | 印刷,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-8,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",7 | 蒸汽发生器 | 石油气消耗量为10kg/h，蒸汽量为180kg/h | 台 | 1 | 熟化,,7 | 蒸汽发生器 | 石油气消耗量为10kg/h，蒸汽量为180kg/h | 台 | 1 | 熟化,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-9,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",1 | 牛皮纸 | 万m/a | 400 | 20.8 | 固态 | 16000米/卷 | 上胶、复合,,1 | 牛皮纸 | 万m/a | 400 | 20.8 | 固态 | 16000米/卷 | 上胶、复合,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-10,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",2 | 浓缩高氨天然乳胶 | t/a | 4.25 | 1.4 | 液态 | 200Kg/桶 | 胶水调配、上胶、复合、熟化,,2 | 浓缩高氨天然乳胶 | t/a | 4.25 | 1.4 | 液态 | 200Kg/桶 | 胶水调配、上胶、复合、熟化,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-11,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",3 | 液体萜烯树脂 | t/a | 4.06 | 1.26 | 液态 | 180Kg/桶 | ,,3 | 液体萜烯树脂 | t/a | 4.06 | 1.26 | 液态 | 180Kg/桶 |,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-12,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",4 | 水性丙烯酸酯压敏胶 | t/a | 13.5 | 2 | 液态 | 1000Kg/桶 | ,,4 | 水性丙烯酸酯压敏胶 | t/a | 13.5 | 2 | 液态 | 1000Kg/桶 |,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-13,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",5 | 合成硅油309 | t/a | 6.75 | 0.75 | 液态 | 125Kg/桶 | ,,5 | 合成硅油309 | t/a | 6.75 | 0.75 | 液态 | 125Kg/桶 |,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-14,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",6 | 包装纸 | t/a | 3 | 0.175 | 固态 | 35Kg/卷 | 包装,,6 | 包装纸 | t/a | 3 | 0.175 | 固态 | 35Kg/卷 | 包装,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-15,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",7 | 保护膜原膜（PE） | 万m/a | 200 | 10 | 固态 | 5000米/卷 | 上胶、复合,,7 | 保护膜原膜（PE） | 万m/a | 200 | 10 | 固态 | 5000米/卷 | 上胶、复合,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-16,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",8 | 纸管 | 支/a | 6000 | 300 | 固态 | 5支/箱 | 收卷,,8 | 纸管 | 支/a | 6000 | 300 | 固态 | 5支/箱 | 收卷,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-17,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",9 | 液化石油气 | t/a | 30(合约51.724m3) | 1.3 | 液态 | 50Kg/瓶，密度为580kg/m3 | 熟化,,9 | 液化石油气 | t/a | 30(合约51.724m3) | 1.3 | 液态 | 50Kg/瓶，密度为580kg/m3 | 熟化,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-18,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",10 | 水性油墨 | t/a | 0.392 | 0.06 | 液态 | 15Kg/桶 | 印刷,,10 | 水性油墨 | t/a | 0.392 | 0.06 | 液态 | 15Kg/桶 | 印刷,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-19,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",11 | 机油 | t/a | 0.05 | 0.05 | 液态 | 50Kg/桶 | 设备维护,,11 | 机油 | t/a | 0.05 | 0.05 | 液态 | 50Kg/桶 | 设备维护,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-20,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",1 | 浓缩高氨天然乳胶 | 4.25t/a | 200Kg/桶 | 10kg/桶 | 22桶 | 0.22t/a,,1 | 浓缩高氨天然乳胶 | 4.25t/a | 200Kg/桶 | 10kg/桶 | 22桶 | 0.22t/a,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-21,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",2 | 液体萜烯树脂 | 4.06t/a | 180Kg/桶 | 10kg/桶 | 23 | 0.23t/a,,2 | 液体萜烯树脂 | 4.06t/a | 180Kg/桶 | 10kg/桶 | 23 | 0.23t/a,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-22,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",3 | 水性丙烯酸酯压敏胶 | 13.5t/a | 1000Kg/桶 | 15kg/桶 | 14 | 0.21t/a,,3 | 水性丙烯酸酯压敏胶 | 13.5t/a | 1000Kg/桶 | 15kg/桶 | 14 | 0.21t/a,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-23,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",4 | 合成硅油309 | 6.75t/a | 125Kg/桶 | 8kg/桶 | 54 | 0.432t/a,,4 | 合成硅油309 | 6.75t/a | 125Kg/桶 | 8kg/桶 | 54 | 0.432t/a,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-24,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",5 | 水性油墨 | 0.392 | 15kg/桶 | 1kg/桶 | 27 | 0.0270,,5 | 水性油墨 | 0.392 | 15kg/桶 | 1kg/桶 | 27 | 0.0270,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E3,E3-25,"{""section"": ""四、主要环境影响和保护措施"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",合计 | 1.1190t/a,,合计 | 1.1190t/a,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL001,佛山市亮正新材料有限公司新建项目,E4,E4-1,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""工艺流程简述/生产工艺流程""}",搅拌、上胶、涂布、复合、印刷、熟化、包装,,工艺流程简述：项目将水性丙烯酸酯压敏胶和和合成硅油309按2:1的比例使用胶水搅拌机混合均匀，转移至涂布机的上胶槽体中，将牛皮纸嵌入涂布机辊轴，在辊轴的带动下牛皮纸的一面进行上胶，然后经辊轴流水线进入涂布机配套的复合熟化线进行复合，熟化温度为100℃，完成熟化后经流水线辊轴进入水墨印刷机，印制客户定制的图标，最后使用在复卷机嵌入纸管进行收卷，收卷完成后即可使用打扎机打包，形成成品。保护膜生产流程图2-3 保护膜生产流程图保护膜工艺流程简述：项目将浓缩高氨天然乳胶和和液体萜烯树脂按1.04:1的比例使用胶水搅拌机混合均匀，转移至涂布机的上胶槽体中，将保护膜原膜（PE）嵌入涂布机辊轴，在辊轴的带…,PL001_佛山市亮正新材料有限公司新建项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E1,E1-1,"{""section"": ""一、建设项目基本情况"", ""table_number"": null, ""table_name"": null, ""field_name"": ""国民经济行业类别""}",国民经济行业类别 C2929 塑料零件及其他塑料制品制造,,国民经济行业类别 C2929 塑料零件及其他塑料制品制造,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-1,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",废旧塑料粒 | 1500 | 0 | -1500 | 吨/年 | 包含PE、PP,包含PE、PP,废旧塑料粒 | 1500 | 0 | -1500 | 吨/年 | 包含PE、PP,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-2,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",改性塑料粒 | 0 | 2000 | +2000 | 吨/年 | 包含改性PP、改性PC、改性PA、改性PPT、改性PET,包含改性PP、改性PC、改性PA、改性PPT、改性PET,改性塑料粒 | 0 | 2000 | +2000 | 吨/年 | 包含改性PP、改性PC、改性PA、改性PPT、改性PET,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-3,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",1 | 拉粒机 | 50-130KW，每台设备每小时产量约为0.18-0.0.2t/h | 台 | 3 | 4 | +1 | 拉粒,3,1 | 拉粒机 | 50-130KW，每台设备每小时产量约为0.18-0.0.2t/h | 台 | 3 | 4 | +1 | 拉粒,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-4,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",2 | 破碎机 | 30KW | 台 | 3 | 1 | -2 | 破碎,3,2 | 破碎机 | 30KW | 台 | 3 | 1 | -2 | 破碎,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-5,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",3 | 混料机 | 10KW | 台 | 0 | 10 | +10 | 混料,0,3 | 混料机 | 10KW | 台 | 0 | 10 | +10 | 混料,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-6,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",4 | 注塑检测机 | 5.5KW | 台 | 0 | 1 | +1 | 产品检测,0,4 | 注塑检测机 | 5.5KW | 台 | 0 | 1 | +1 | 产品检测,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-7,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",5 | 挤出检测机 | 11KW | 台 | 0 | 1 | +1 | 产品检测,0,5 | 挤出检测机 | 11KW | 台 | 0 | 1 | +1 | 产品检测,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-8,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",6 | 空压机 | 5.5KW | 台 | 0 | 2 | +2 | 提供动力,0,6 | 空压机 | 5.5KW | 台 | 0 | 2 | +2 | 提供动力,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-9,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",7 | 脱水机 | / | 台 | 2 | 0 | -2 | 脱水,2,7 | 脱水机 | / | 台 | 2 | 0 | -2 | 脱水,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-10,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",8 | 洗水池 | 2m3 | 个 | 1 | 0 | -1 | 清洗,1,8 | 洗水池 | 2m3 | 个 | 1 | 0 | -1 | 清洗,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E2,E2-11,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""产品名称/备注/产能""}",9 | 冷却塔 | 1m3/h | 台 | 3 | 4 | +1 | 冷却,3,9 | 冷却塔 | 1m3/h | 台 | 3 | 4 | +1 | 冷却,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E3,E3-1,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",1 | 拉粒机 | 50-130KW，每台设备每小时产量约为0.18-0.0.2t/h | 台 | 3 | 4 | +1 | 拉粒,,1 | 拉粒机 | 50-130KW，每台设备每小时产量约为0.18-0.0.2t/h | 台 | 3 | 4 | +1 | 拉粒,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E3,E3-2,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",2 | 破碎机 | 30KW | 台 | 3 | 1 | -2 | 破碎,,2 | 破碎机 | 30KW | 台 | 3 | 1 | -2 | 破碎,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E3,E3-3,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",3 | 混料机 | 10KW | 台 | 0 | 10 | +10 | 混料,,3 | 混料机 | 10KW | 台 | 0 | 10 | +10 | 混料,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E3,E3-4,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",4 | 注塑检测机 | 5.5KW | 台 | 0 | 1 | +1 | 产品检测,,4 | 注塑检测机 | 5.5KW | 台 | 0 | 1 | +1 | 产品检测,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
PL002,佛山市顺德区启卓工程塑料实业有限公司搬迁项目,E3,E3-5,"{""section"": ""二、建设项目工程分析"", ""table_number"": null, ""table_name"": null, ""field_name"": ""物料名称""}",5 | 挤出检测机 | 11KW | 台 | 0 | 1 | +1 | 产品检测,,5 | 挤出检测机 | 11KW | 台 | 0 | 1 | +1 | 产品检测,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目_01_核查材料.docx
