kind,canonical_project_id,project_name,version_index,old_name,new_name,excel_first_row,excel_report_name
PL,PL023,佛山市通能达科技有限公司新建项目,1,011_佛山市通能达科技有限公司新建项目_01_受理公告或公示版.pdf,PL023_佛山市通能达科技有限公司新建项目_01_受理公告或公示版.pdf,158,年10月17日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_4.pdf
PL,PL025,佛山市巨人电器有限公司新建项目,1,012_佛山市巨人电器有限公司新建项目_01_受理公告或公示版.pdf,PL025_佛山市巨人电器有限公司新建项目_01_受理公告或公示版.pdf,164,年10月22日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL026,佛山市黑曜电器科技有限公司新建项目,1,013_佛山市黑曜电器科技有限公司新建项目_01_报批稿或报告表.pdf,PL026_佛山市黑曜电器科技有限公司新建项目_01_报批稿或报告表.pdf,170,年10月22日建设项目环境影响报告表受理公告（容桂）_2.pdf
PL,PL027,佛山市天隆通塑料制品有限公司新建项目,1,014_佛山市天隆通塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL027_佛山市天隆通塑料制品有限公司新建项目_01_受理公告或公示版.pdf,176,年10月23日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL028,佛山市顺德区振峰塑料模具制造有限公司分车间新建项目,1,015_佛山市顺德区振峰塑料模具制造有限公司分车间新建项目_01_受理公告或公示版.pdf,PL028_佛山市顺德区振峰塑料模具制造有限公司分车间新建项目_01_受理公告或公示版.pdf,182,年10月24日建设项目环境影响报告书（表）受理公告（均安）_1.pdf
PL,PL029,佛山市茂安耀科技有限公司新建项目,1,016_佛山市茂安耀科技有限公司新建项目_01_受理公告或公示版.pdf,PL029_佛山市茂安耀科技有限公司新建项目_01_受理公告或公示版.pdf,188,年10月24日建设项目环境影响报告书（表）受理公告（均安）_2.pdf
PL,PL030,佛山市瑞易德塑料五金制品有限公司搬迁项目,1,017_佛山市瑞易德塑料五金制品有限公司搬迁项目_01_受理公告或公示版.pdf,PL030_佛山市瑞易德塑料五金制品有限公司搬迁项目_01_受理公告或公示版.pdf,194,年10月25日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL031,佛山市浩创时代包装制品有限公司新建项目,1,018_佛山市浩创时代包装制品有限公司新建项目_01_受理公告或公示版.pdf,PL031_佛山市浩创时代包装制品有限公司新建项目_01_受理公告或公示版.pdf,200,年10月28日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL032,德旺众新材料科技（佛山）有限公司新建建设项目,1,019_德旺众新材料科技(佛山)有限公司新建建设项目_01_受理公告或公示版.pdf,PL032_德旺众新材料科技(佛山)有限公司新建建设项目_01_受理公告或公示版.pdf,206,年10月28日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_4.pdf
PL,PL033,广东施格纳电气有限公司新建项目,1,020_广东施格纳电气有限公司新建项目_01_受理公告或公示版.pdf,PL033_广东施格纳电气有限公司新建项目_01_受理公告或公示版.pdf,212,年10月29日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL034,佛山市沃丰德电器有限公司扩建项目,1,021_佛山市沃丰德电器有限公司扩建项目_01_受理公告或公示版.pdf,PL034_佛山市沃丰德电器有限公司扩建项目_01_受理公告或公示版.pdf,218,年10月29日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL035,佛山市顺德区钧锐塑料厂迁建项目,1,022_佛山市顺德区钧锐塑料厂迁建项目_01_受理公告或公示版.pdf,PL035_佛山市顺德区钧锐塑料厂迁建项目_01_受理公告或公示版.pdf,224,年10月29日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_4.pdf
PL,PL036,广东梅州磁性材料有限公司顺德分公司迁扩建项目,1,023_广东梅州磁性材料有限公司顺德分公司迁扩建项目_01_受理公告或公示版.pdf,PL036_广东梅州磁性材料有限公司顺德分公司迁扩建项目_01_受理公告或公示版.pdf,230,年10月29日建设项目环境影响报告书（表）受理公告（均安）.pdf
PL,PL037,佛山麦琪科技有限公司建设项目,1,024_佛山麦琪科技有限公司建设项目_01_受理公告或公示版.pdf,PL037_佛山麦琪科技有限公司建设项目_01_受理公告或公示版.pdf,236,年11月13日建设项目环境影响报告受理公告（大良）.pdf
PL,PL038,佛山市顺德区晟昂电子科技有限公司新建项目,1,025_佛山市顺德区晟昂电子科技有限公司新建项目_01_报批稿或报告表.pdf,PL038_佛山市顺德区晟昂电子科技有限公司新建项目_01_报批稿或报告表.pdf,242,年11月13日建设项目环境影响报告表受理公告（伦教）_2.pdf
PL,PL039,佛山市锦汇塑料制品有限公司新建项目,1,026_佛山市锦汇塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL039_佛山市锦汇塑料制品有限公司新建项目_01_受理公告或公示版.pdf,248,年11月14日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL040,佛山市海川塑料制品有限公司新建项目,1,027_佛山市海川塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL040_佛山市海川塑料制品有限公司新建项目_01_受理公告或公示版.pdf,254,年11月14日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL041,佛山市创灏五金塑料有限公司年产塑料制品 1250 万件迁改扩建项目,1,028_佛山市创灏五金塑料有限公司年产塑料制品1250万件迁改扩建项目_01_受理公告或公示版.pdf,PL041_佛山市创灏五金塑料有限公司年产塑料制品1250万件迁改扩建项目_01_受理公告或公示版.pdf,260,年11月15日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_4.pdf
PL,PL042,佛山市顺德区夏瑞塑胶有限公司迁扩建项目,1,029_佛山市顺德区夏瑞塑胶有限公司迁扩建项目_01_受理公告或公示版.pdf,PL042_佛山市顺德区夏瑞塑胶有限公司迁扩建项目_01_受理公告或公示版.pdf,266,年11月19日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL043,佛山市益旭电器有限公司新建项目,1,030_佛山市益旭电器有限公司新建项目_01_受理公告或公示版.pdf,PL043_佛山市益旭电器有限公司新建项目_01_受理公告或公示版.pdf,272,年11月21日建设项目环境影响报告受理公告（大良）.pdf
PL,PL044,佛山市昇汇包装材料有限公司新建项目,1,031_佛山市昇汇包装材料有限公司新建项目_01_受理公告或公示版.pdf,PL044_佛山市昇汇包装材料有限公司新建项目_01_受理公告或公示版.pdf,278,年11月29日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL045,佛山市富懿塑料制品有限公司新建项目,1,032_佛山市富懿塑料制品有限公司新建项目_01_报批稿或报告表.pdf,PL045_佛山市富懿塑料制品有限公司新建项目_01_报批稿或报告表.pdf,284,年11月8日建设项目环境影响报告表受理公告（容桂）.pdf
PL,PL046,佛山市圣鑫塑料制品有限公司新建项目,1,033_佛山市圣鑫塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL046_佛山市圣鑫塑料制品有限公司新建项目_01_受理公告或公示版.pdf,290,年12月10日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL047,佛山智达医疗器械有限公司新建项目,1,034_佛山智达医疗器械有限公司新建项目_01_受理公告或公示版.pdf,PL047_佛山智达医疗器械有限公司新建项目_01_受理公告或公示版.pdf,296,年12月10日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL049,佛山市顺德区华祥坤工艺电器有限公司扩建项目,1,035_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版.pdf,PL049_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版.pdf,302,年12月13日建设项目环境影响报告受理公告（大良）.pdf
PL,PL050,广东希睿思汽车零部件有限公司新建项目,1,036_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版.pdf,PL050_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版.pdf,308,年12月20日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL052,佛山市顺德区嘉保洁具有限公司迁建项目,1,037_佛山市顺德区嘉保洁具有限公司迁建项目_01_报批稿或报告表.pdf,PL052_佛山市顺德区嘉保洁具有限公司迁建项目_01_报批稿或报告表.pdf,314,年12月24日建设项目环境影响报告表受理公告（容桂）_1.pdf
PL,PL053,佛山市力方电器科技有限公司新建项目,1,038_佛山市力方电器科技有限公司新建项目_01_报批稿或报告表.pdf,PL053_佛山市力方电器科技有限公司新建项目_01_报批稿或报告表.pdf,320,年12月24日建设项目环境影响报告表受理公告（容桂）_2.pdf
PL,PL054,佛山市顺德区红昇电器有限公司新建项目,1,039_佛山市顺德区红昇电器有限公司新建项目_01_受理公告或公示版.pdf,PL054_佛山市顺德区红昇电器有限公司新建项目_01_受理公告或公示版.pdf,326,年12月30日建设项目环境影响报告受理公告（大良）.pdf
PL,PL055,佛山市力新五金塑胶制品有限公司新建项目,1,040_佛山市力新五金塑胶制品有限公司新建项目_01_受理公告或公示版.pdf,PL055_佛山市力新五金塑胶制品有限公司新建项目_01_受理公告或公示版.pdf,332,年12月31日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）.pdf
PL,PL056,佛山市祖帮海绵有限公司新建项目,1,041_佛山市祖帮海绵有限公司新建项目_01_受理公告或公示版.pdf,PL056_佛山市祖帮海绵有限公司新建项目_01_受理公告或公示版.pdf,338,年12月4日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL056,佛山市祖帮海绵有限公司新建项目,2,041_佛山市祖帮海绵有限公司新建项目_02_报批稿或报告表.docx,PL056_佛山市祖帮海绵有限公司新建项目_02_报批稿或报告表.docx,338,年12月4日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL056,佛山市祖帮海绵有限公司新建项目,3,041_佛山市祖帮海绵有限公司新建项目_03_报批稿或报告表.pdf,PL056_佛山市祖帮海绵有限公司新建项目_03_报批稿或报告表.pdf,338,年12月4日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL056,佛山市祖帮海绵有限公司新建项目,4,041_佛山市祖帮海绵有限公司新建项目_04_报批稿或报告表.pdf,PL056_佛山市祖帮海绵有限公司新建项目_04_报批稿或报告表.pdf,338,年12月4日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL057,佛山粤友塑料制品有限公司新建项目,1,042_佛山粤友塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL057_佛山粤友塑料制品有限公司新建项目_01_受理公告或公示版.pdf,344,年12月4日建设项目环境影响报告受理公告（大良）.pdf
PL,PL058,佛山诗佳格科技有限公司新建项目,1,043_佛山诗佳格科技有限公司新建项目_01_受理公告或公示版.pdf,PL058_佛山诗佳格科技有限公司新建项目_01_受理公告或公示版.pdf,350,年12月6日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL059,佛山市乔安电器有限公司迁建项目,1,044_佛山市乔安电器有限公司迁建项目_01_受理公告或公示版.pdf,PL059_佛山市乔安电器有限公司迁建项目_01_受理公告或公示版.pdf,356,年12月6日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL060,佛山市顺德区菱昌精密塑料五金实业有限公司新建项目,1,045_佛山市顺德区菱昌精密塑料五金实业有限公司新建项目_01_受理公告或公示版.pdf,PL060_佛山市顺德区菱昌精密塑料五金实业有限公司新建项目_01_受理公告或公示版.pdf,362,年12月9日建设项目环境影响报告受理公告（大良）.pdf
PL,PL061,佛山市德田科技有限公司建设项目,1,046_佛山市德田科技有限公司建设项目_01_受理公告或公示版.pdf,PL061_佛山市德田科技有限公司建设项目_01_受理公告或公示版.pdf,368,年1月15日建设项目环境影响报告受理公告（大良）.pdf
PL,PL062,佛山市车壹套塑料制品有限公司新建项目,1,047_佛山市车壹套塑料制品有限公司新建项目_01_受理公告或公示版.pdf,PL062_佛山市车壹套塑料制品有限公司新建项目_01_受理公告或公示版.pdf,374,年1月19日建设项目环境影响报告受理公告（大良）.pdf
PL,PL063,华硕（广东）新材料股份有限公司新建项目,1,048_华硕(广东)新材料股份有限公司新建项目_01_报批稿或报告表.pdf,PL063_华硕(广东)新材料股份有限公司新建项目_01_报批稿或报告表.pdf,380,年1月22日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL064,佛山汇诚科技有限公司新建项目,1,049_佛山汇诚科技有限公司新建项目_01_报批稿或报告表.pdf,PL064_佛山汇诚科技有限公司新建项目_01_报批稿或报告表.pdf,386,年1月22日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL065,佛山市景素科科技有限公司建设项目,1,050_佛山市景素科科技有限公司建设项目_01_受理公告或公示版.pdf,PL065_佛山市景素科科技有限公司建设项目_01_受理公告或公示版.pdf,392,年1月23日建设项目环境影响报告受理公告（大良）.pdf
PL,PL066,佛山市智鑫塑胶制品有限公司迁扩建项目,1,051_佛山市智鑫塑胶制品有限公司迁扩建项目_01_报批稿或报告表.pdf,PL066_佛山市智鑫塑胶制品有限公司迁扩建项目_01_报批稿或报告表.pdf,398,年1月2日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL067,佛山市玖心日用品有限公司新建项目,1,052_佛山市玖心日用品有限公司新建项目_01_报批稿或报告表.pdf,PL067_佛山市玖心日用品有限公司新建项目_01_报批稿或报告表.pdf,404,年1月2日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL068,佛山市靓禾厨卫用品有限公司新建项目,1,053_佛山市靓禾厨卫用品有限公司新建项目_01_受理公告或公示版.pdf,PL068_佛山市靓禾厨卫用品有限公司新建项目_01_受理公告或公示版.pdf,410,年1月3日建设项目环境影响报告受理公告（容桂）.pdf
PL,PL069,万业诚新材料（佛山）有限公司迁建项目,1,054_万业诚新材料(佛山)有限公司迁建项目_01_受理公告或公示版.pdf,PL069_万业诚新材料(佛山)有限公司迁建项目_01_受理公告或公示版.pdf,416,年1月5日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）.pdf
PL,PL070,广东顺德顺炎新材料股份有限公司年产改性塑料粒 6 万吨迁扩建项目,1,055_广东顺德顺炎新材料股份有限公司年产改性塑料粒6万吨迁扩建项目_01_报批稿或报告表.pdf,PL070_广东顺德顺炎新材料股份有限公司年产改性塑料粒6万吨迁扩建项目_01_报批稿或报告表.pdf,422,年2月22日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL071,佛山市顺德区耀顺欣模具厂新建项目,1,056_佛山市顺德区耀顺欣模具厂新建项目_01_受理公告或公示版.pdf,PL071_佛山市顺德区耀顺欣模具厂新建项目_01_受理公告或公示版.pdf,428,年2月27日建设项目环境影响报告受理公告（容桂）.pdf
PL,PL072,佛山市至贤科技有限公司新建项目,1,057_佛山市至贤科技有限公司新建项目_01_受理公告或公示版.pdf,PL072_佛山市至贤科技有限公司新建项目_01_受理公告或公示版.pdf,434,年3月15日建设项目环境影响报告受理公告（大良）.pdf
PL,PL073,佛山市安邵塑胶制品有限公司新建项目,1,058_佛山市安邵塑胶制品有限公司新建项目_01_报批稿或报告表.pdf,PL073_佛山市安邵塑胶制品有限公司新建项目_01_报批稿或报告表.pdf,440,年3月19日建设项目环境影响报告表受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL074,佛山市思莱拓科技有限公司新建项目,1,059_佛山市思莱拓科技有限公司新建项目_01_受理公告或公示版.pdf,PL074_佛山市思莱拓科技有限公司新建项目_01_受理公告或公示版.pdf,446,年3月5日建设项目环境影响报告受理公告（大良）.pdf
PL,PL075,佛山市昊芸照明有限公司新建项目,1,060_佛山市昊芸照明有限公司新建项目_01_受理公告或公示版.pdf,PL075_佛山市昊芸照明有限公司新建项目_01_受理公告或公示版.pdf,452,年4月17日建设项目环境影响报告书（表）受理公告（均安）.pdf
PL,PL076,佛山市友帝塑料制品有限公司扩建项目,1,061_佛山市友帝塑料制品有限公司扩建项目_01_受理公告或公示版.pdf,PL076_佛山市友帝塑料制品有限公司扩建项目_01_受理公告或公示版.pdf,458,年4月29日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL077,佛山市优塑包装科技有限公司新建项目,1,062_佛山市优塑包装科技有限公司新建项目_01_受理公告或公示版.pdf,PL077_佛山市优塑包装科技有限公司新建项目_01_受理公告或公示版.pdf,464,年4月29日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL078,佛山市顺德区德盈誉智能制造有限公司新建项目,1,063_佛山市顺德区德盈誉智能制造有限公司新建项目_01_受理公告或公示版.pdf,PL078_佛山市顺德区德盈誉智能制造有限公司新建项目_01_受理公告或公示版.pdf,470,年5月29日建设项目环境影响报告受理公告（大良）.pdf
PL,PL079,广东圣鑫机电股份有限公司扩建项目,1,064_广东圣鑫机电股份有限公司扩建项目_01_受理公告或公示版.pdf,PL079_广东圣鑫机电股份有限公司扩建项目_01_受理公告或公示版.pdf,476,年6月18日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）.pdf
PL,PL081,佛山市顺德区保塑管业有限公司迁扩建项目,1,065_佛山市顺德区保塑管业有限公司迁扩建项目_01_受理公告或公示版.pdf,PL081_佛山市顺德区保塑管业有限公司迁扩建项目_01_受理公告或公示版.pdf,482,年6月19日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL083,佛山市顺德区康明新材料厂新建项目,1,003_佛山市顺德区康明新材料厂新建项目_02_受理公告或公示版.pdf,PL083_佛山市顺德区康明新材料厂新建项目_01_受理公告或公示版.pdf,488,年6月19日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_5.pdf
PL,PL084,佛山市顺德区中润基誉新材料科技有限公司新建项目,1,066_佛山市顺德区中润基誉新材料科技有限公司新建项目_01_受理公告或公示版.pdf,PL084_佛山市顺德区中润基誉新材料科技有限公司新建项目_01_受理公告或公示版.pdf,494,年6月19日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_7.pdf
PL,PL085,广东周杨科电器有限公司迁扩建项目,1,067_广东周杨科电器有限公司迁扩建项目_01_受理公告或公示版.pdf,PL085_广东周杨科电器有限公司迁扩建项目_01_受理公告或公示版.pdf,500,年6月20日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL086,佛山市科镁电器科技有限公司新建项目,1,068_佛山市科镁电器科技有限公司新建项目_01_受理公告或公示版.pdf,PL086_佛山市科镁电器科技有限公司新建项目_01_受理公告或公示版.pdf,506,年6月20日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL087,佛山市安邵塑胶制品有限公司新建项目,1,058_佛山市安邵塑胶制品有限公司新建项目_02_受理公告或公示版.pdf,PL087_佛山市安邵塑胶制品有限公司新建项目_01_受理公告或公示版.pdf,512,年6月20日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL088,佛山市优力塑电器有限公司新建项目,1,069_佛山市优力塑电器有限公司新建项目_01_报批稿或报告表.pdf,PL088_佛山市优力塑电器有限公司新建项目_01_报批稿或报告表.pdf,518,年6月24日建设项目环境影响报告表受理公告（容桂）_4.pdf
PL,PL089,佛山市永佳奕科技有限公司扩建项目,1,070_佛山市永佳奕科技有限公司扩建项目_01_受理公告或公示版.pdf,PL089_佛山市永佳奕科技有限公司扩建项目_01_受理公告或公示版.pdf,524,年6月3日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL090,佛山市凌锴源模具科技有限公司迁扩建项目,1,071_佛山市凌锴源模具科技有限公司迁扩建项目_01_受理公告或公示版.pdf,PL090_佛山市凌锴源模具科技有限公司迁扩建项目_01_受理公告或公示版.pdf,530,年6月3日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL091,佛山市集北龙华海绵制造股份有限公司搬迁扩建项目,1,072_佛山市集北龙华海绵制造股份有限公司搬迁扩建项目_01_受理公告或公示版.pdf,PL091_佛山市集北龙华海绵制造股份有限公司搬迁扩建项目_01_受理公告或公示版.pdf,536,年6月7日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL092,佛山市新得雅科技有限责任公司新建项目,1,073_佛山市新得雅科技有限责任公司新建项目_01_受理公告或公示版.pdf,PL092_佛山市新得雅科技有限责任公司新建项目_01_受理公告或公示版.pdf,542,年6月7日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_4.pdf
PL,PL094,佛山市丰友享家具配件实业有限公司迁扩建项目,1,074_佛山市丰友享家具配件实业有限公司迁扩建项目_01_受理公告或公示版.pdf,PL094_佛山市丰友享家具配件实业有限公司迁扩建项目_01_受理公告或公示版.pdf,548,年7月10日建设项目环境影响报告书（表）受理公告（均安）_3.pdf
PL,PL095,佛山市京耘科技有限公司新建项目,1,075_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf,PL095_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf,554,年7月10日建设项目环境影响报告受理公告（大良）_1.pdf
PL,PL096,高晖（佛山）新材料科技有限公司新建项目,1,076_高晖(佛山)新材料科技有限公司新建项目_01_受理公告或公示版.pdf,PL096_高晖(佛山)新材料科技有限公司新建项目_01_受理公告或公示版.pdf,560,年7月10日建设项目环境影响报告受理公告（大良）_2.pdf
PL,PL098,佛山市顺德区共诺电子元件厂搬迁项目,1,009_佛山市顺德区共诺电子元件厂搬迁项目_02_受理公告或公示版.pdf,PL098_佛山市顺德区共诺电子元件厂搬迁项目_01_受理公告或公示版.pdf,566,年7月12日建设项目环境影响报告受理公告（大良）.pdf
PL,PL099,佛山市顺佳利智能科技有限公司扩建项目（重新报批）,1,077_佛山市顺佳利智能科技有限公司扩建项目(重新报批)_01_报批稿或报告表.pdf,PL099_佛山市顺佳利智能科技有限公司扩建项目(重新报批)_01_报批稿或报告表.pdf,572,年7月12日建设项目环境影响报告表受理公告（伦教）_1.pdf
PL,PL100,佛山市天日塑料科技有限公司迁扩建项目,1,078_佛山市天日塑料科技有限公司迁扩建项目_01_报批稿或报告表.pdf,PL100_佛山市天日塑料科技有限公司迁扩建项目_01_报批稿或报告表.pdf,578,年7月12日建设项目环境影响报告表受理公告（伦教）_2.pdf
PL,PL102,佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目,1,079_佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf,PL102_佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf,584,年7月18日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_1.pdf
PL,PL103,佛山市顺德区谦和丰塑料制品厂新建项目,1,080_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf,PL103_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf,590,年7月18日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_11.pdf
PL,PL104,华硕（广东）新材料股份有限公司建设项目,1,081_华硕(广东)新材料股份有限公司建设项目_01_受理公告或公示版.pdf,PL104_华硕(广东)新材料股份有限公司建设项目_01_受理公告或公示版.pdf,596,年7月18日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
PL,PL106,佛山市顺德区谦迅盛塑料制品厂新建项目,1,082_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf,PL106_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf,602,年7月18日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_9.pdf
PL,PL107,佛山赫昶塑胶制品有限公司新建项目,1,083_佛山赫昶塑胶制品有限公司新建项目_01_报批稿或报告表.pdf,PL107_佛山赫昶塑胶制品有限公司新建项目_01_报批稿或报告表.pdf,608,年7月1日建设项目环境影响报告表受理公告（容桂）_1.pdf
PL,PL108,佛山市东来晟塑料制品有限公司新建项目,1,084_佛山市东来晟塑料制品有限公司新建项目_01_报批稿或报告表.pdf,PL108_佛山市东来晟塑料制品有限公司新建项目_01_报批稿或报告表.pdf,614,年7月1日建设项目环境影响报告表受理公告（容桂）_2.pdf
PL,PL110,佛山市宇纳电器科技有限公司迁扩建项目,1,085_佛山市宇纳电器科技有限公司迁扩建项目_01_受理公告或公示版.pdf,PL110_佛山市宇纳电器科技有限公司迁扩建项目_01_受理公告或公示版.pdf,620,年7月22日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_2.pdf
PL,PL111,佛山市承帆新材料科技有限公司新建项目,1,086_佛山市承帆新材料科技有限公司新建项目_01_受理公告或公示版.pdf,PL111_佛山市承帆新材料科技有限公司新建项目_01_受理公告或公示版.pdf,626,年7月22日建设项目环境影响报告书（表）受理公告（佛山市生态环境局顺德分局）_3.pdf
