question_id,project_id,audit_category,gold_version,gold_review_status,experiment_inclusion,report_sha256,include,exclusion_reason,not_for_analysis
PL004_Emission_水污,PL004,水污染物排放标准,,未复核,候选池,b3bf2abc2c80650ac3e27c4508fb650d13b0811f350040d395f9c78623e9db01,false,not_human_frozen,false
PL004_Emission_大气,PL004,大气污染物排放标准,,未复核,候选池,b3bf2abc2c80650ac3e27c4508fb650d13b0811f350040d395f9c78623e9db01,false,not_human_frozen,false
PL004_Emission_噪声,PL004,噪声排放标准,,未复核,候选池,b3bf2abc2c80650ac3e27c4508fb650d13b0811f350040d395f9c78623e9db01,false,not_human_frozen,false
PL004_Emission_固体,PL004,固体废物控制标准,,未复核,候选池,b3bf2abc2c80650ac3e27c4508fb650d13b0811f350040d395f9c78623e9db01,false,not_human_frozen,false
PL005_EnvQuality_Q01,PL005,环境质量数据引用,,未复核,候选池,b99871b164466788e231ec74afd7a74f971bccdb4532e95f900f971f11d53244,false,not_human_frozen,false
PL005_Emission_水污,PL005,水污染物排放标准,,未复核,候选池,b99871b164466788e231ec74afd7a74f971bccdb4532e95f900f971f11d53244,false,not_human_frozen,false
PL005_Emission_大气,PL005,大气污染物排放标准,,未复核,候选池,b99871b164466788e231ec74afd7a74f971bccdb4532e95f900f971f11d53244,false,not_human_frozen,false
PL005_Emission_噪声,PL005,噪声排放标准,,未复核,候选池,b99871b164466788e231ec74afd7a74f971bccdb4532e95f900f971f11d53244,false,not_human_frozen,false
PL005_Emission_固体,PL005,固体废物控制标准,,未复核,候选池,b99871b164466788e231ec74afd7a74f971bccdb4532e95f900f971f11d53244,false,not_human_frozen,false
PL006_EnvQuality_Q01,PL006,环境质量数据引用,,未复核,候选池,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3,false,not_human_frozen,false
PL006_Emission_水污,PL006,水污染物排放标准,,未复核,候选池,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3,false,not_human_frozen,false
PL006_Emission_大气,PL006,大气污染物排放标准,,未复核,候选池,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3,false,not_human_frozen,false
PL006_Emission_噪声,PL006,噪声排放标准,,未复核,候选池,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3,false,not_human_frozen,false
PL006_Emission_固体,PL006,固体废物控制标准,,未复核,候选池,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3,false,not_human_frozen,false
PL007_EnvQuality_Q01,PL007,环境质量数据引用,,未复核,候选池,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d,false,not_human_frozen,false
PL007_Emission_水污,PL007,水污染物排放标准,,未复核,候选池,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d,false,not_human_frozen,false
PL007_Emission_大气,PL007,大气污染物排放标准,,未复核,候选池,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d,false,not_human_frozen,false
PL007_Emission_噪声,PL007,噪声排放标准,,未复核,候选池,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d,false,not_human_frozen,false
PL007_Emission_固体,PL007,固体废物控制标准,,未复核,候选池,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d,false,not_human_frozen,false
PL008_EnvQuality_Q01,PL008,环境质量数据引用,,未复核,候选池,7819b69bddd35d4f8707fa2d182addde24ec4d6805efc43e25a5dd106f07d771,false,not_human_frozen,false
PL008_Emission_水污,PL008,水污染物排放标准,,未复核,候选池,7819b69bddd35d4f8707fa2d182addde24ec4d6805efc43e25a5dd106f07d771,false,not_human_frozen,false
PL008_Emission_大气,PL008,大气污染物排放标准,,未复核,候选池,7819b69bddd35d4f8707fa2d182addde24ec4d6805efc43e25a5dd106f07d771,false,not_human_frozen,false
PL008_Emission_噪声,PL008,噪声排放标准,,未复核,候选池,7819b69bddd35d4f8707fa2d182addde24ec4d6805efc43e25a5dd106f07d771,false,not_human_frozen,false
PL008_Emission_固体,PL008,固体废物控制标准,,未复核,候选池,7819b69bddd35d4f8707fa2d182addde24ec4d6805efc43e25a5dd106f07d771,false,not_human_frozen,false
PL009_EnvQuality_Q01,PL009,环境质量数据引用,,未复核,候选池,55173e6681ec4c22f2f032588030340e93e51ff3bdd2b69d189fb19b72a71757,false,not_human_frozen,false
PL009_Emission_水污,PL009,水污染物排放标准,,未复核,候选池,55173e6681ec4c22f2f032588030340e93e51ff3bdd2b69d189fb19b72a71757,false,not_human_frozen,false
PL009_Emission_大气,PL009,大气污染物排放标准,,未复核,候选池,55173e6681ec4c22f2f032588030340e93e51ff3bdd2b69d189fb19b72a71757,false,not_human_frozen,false
PL009_Emission_噪声,PL009,噪声排放标准,,未复核,候选池,55173e6681ec4c22f2f032588030340e93e51ff3bdd2b69d189fb19b72a71757,false,not_human_frozen,false
PL009_Emission_固体,PL009,固体废物控制标准,,未复核,候选池,55173e6681ec4c22f2f032588030340e93e51ff3bdd2b69d189fb19b72a71757,false,not_human_frozen,false
PL010_EnvQuality_Q01,PL010,环境质量数据引用,,未复核,候选池,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489,false,not_human_frozen,false
PL010_Emission_水污,PL010,水污染物排放标准,,未复核,候选池,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489,false,not_human_frozen,false
PL010_Emission_大气,PL010,大气污染物排放标准,,未复核,候选池,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489,false,not_human_frozen,false
PL010_Emission_噪声,PL010,噪声排放标准,,未复核,候选池,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489,false,not_human_frozen,false
PL010_Emission_固体,PL010,固体废物控制标准,,未复核,候选池,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489,false,not_human_frozen,false
PL011_EnvQuality_Q01,PL011,环境质量数据引用,,未复核,候选池,08dd5bf0fb5281e12a29dc8be0cef8d6ad8e7d7a4a35711a4441a17d4b747b11,false,not_human_frozen,false
PL011_Emission_水污,PL011,水污染物排放标准,,未复核,候选池,08dd5bf0fb5281e12a29dc8be0cef8d6ad8e7d7a4a35711a4441a17d4b747b11,false,not_human_frozen,false
PL011_Emission_大气,PL011,大气污染物排放标准,,未复核,候选池,08dd5bf0fb5281e12a29dc8be0cef8d6ad8e7d7a4a35711a4441a17d4b747b11,false,not_human_frozen,false
PL011_Emission_噪声,PL011,噪声排放标准,,未复核,候选池,08dd5bf0fb5281e12a29dc8be0cef8d6ad8e7d7a4a35711a4441a17d4b747b11,false,not_human_frozen,false
PL011_Emission_固体,PL011,固体废物控制标准,,未复核,候选池,08dd5bf0fb5281e12a29dc8be0cef8d6ad8e7d7a4a35711a4441a17d4b747b11,false,not_human_frozen,false
PL012_EnvQuality_Q01,PL012,环境质量数据引用,,未复核,候选池,00baec470f134dbca278223715d956bc932e6319e1280e9349124ccf784e9468,false,not_human_frozen,false
PL012_Emission_水污,PL012,水污染物排放标准,,未复核,候选池,00baec470f134dbca278223715d956bc932e6319e1280e9349124ccf784e9468,false,not_human_frozen,false
PL012_Emission_大气,PL012,大气污染物排放标准,,未复核,候选池,00baec470f134dbca278223715d956bc932e6319e1280e9349124ccf784e9468,false,not_human_frozen,false
PL012_Emission_噪声,PL012,噪声排放标准,,未复核,候选池,00baec470f134dbca278223715d956bc932e6319e1280e9349124ccf784e9468,false,not_human_frozen,false
PL012_Emission_固体,PL012,固体废物控制标准,,未复核,候选池,00baec470f134dbca278223715d956bc932e6319e1280e9349124ccf784e9468,false,not_human_frozen,false
PL013_EnvQuality_Q01,PL013,环境质量数据引用,,未复核,候选池,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56,false,not_human_frozen,false
PL013_Emission_水污,PL013,水污染物排放标准,,未复核,候选池,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56,false,not_human_frozen,false
PL013_Emission_大气,PL013,大气污染物排放标准,,未复核,候选池,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56,false,not_human_frozen,false
PL013_Emission_噪声,PL013,噪声排放标准,,未复核,候选池,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56,false,not_human_frozen,false
PL013_Emission_固体,PL013,固体废物控制标准,,未复核,候选池,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56,false,not_human_frozen,false
PL014_EnvQuality_Q01,PL014,环境质量数据引用,,未复核,候选池,21c8969e4dc136257179d68aa7f6947aa23267f479f77e86c52a9508086b303b,false,not_human_frozen,false
PL014_Emission_水污,PL014,水污染物排放标准,,未复核,候选池,21c8969e4dc136257179d68aa7f6947aa23267f479f77e86c52a9508086b303b,false,not_human_frozen,false
PL014_Emission_大气,PL014,大气污染物排放标准,,未复核,候选池,21c8969e4dc136257179d68aa7f6947aa23267f479f77e86c52a9508086b303b,false,not_human_frozen,false
PL014_Emission_噪声,PL014,噪声排放标准,,未复核,候选池,21c8969e4dc136257179d68aa7f6947aa23267f479f77e86c52a9508086b303b,false,not_human_frozen,false
PL014_Emission_固体,PL014,固体废物控制标准,,未复核,候选池,21c8969e4dc136257179d68aa7f6947aa23267f479f77e86c52a9508086b303b,false,not_human_frozen,false
PL015_EnvQuality_Q01,PL015,环境质量数据引用,,未复核,候选池,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43,false,not_human_frozen,false
PL015_Emission_水污,PL015,水污染物排放标准,,未复核,候选池,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43,false,not_human_frozen,false
PL015_Emission_大气,PL015,大气污染物排放标准,,未复核,候选池,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43,false,not_human_frozen,false
PL015_Emission_噪声,PL015,噪声排放标准,,未复核,候选池,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43,false,not_human_frozen,false
PL015_Emission_固体,PL015,固体废物控制标准,,未复核,候选池,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43,false,not_human_frozen,false
PL018_V01_Q01,PL018,国民经济行业分类,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_V01_Q03,PL018,环评投资概算,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_EnvQuality_Q01,PL018,环境质量数据引用,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_Emission_水污,PL018,水污染物排放标准,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_Emission_大气,PL018,大气污染物排放标准,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_Emission_噪声,PL018,噪声排放标准,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL018_Emission_固体,PL018,固体废物控制标准,,未复核,候选池,a7b251b5e1c81dfff23a68d2ac7e4751cca882a994cb296e6ce47d87cda0a223,false,not_human_frozen,false
PL019_V01_Q01,PL019,国民经济行业分类,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_V01_Q03,PL019,环评投资概算,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_EnvQuality_Q01,PL019,环境质量数据引用,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_Emission_水污,PL019,水污染物排放标准,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_Emission_大气,PL019,大气污染物排放标准,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_Emission_噪声,PL019,噪声排放标准,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL019_Emission_固体,PL019,固体废物控制标准,,未复核,候选池,c51530a8233c17d95e00f26c0a4a69490b4ed15d991aba9d92d1adecbb96ab98,false,not_human_frozen,false
PL020_V01_Q01,PL020,国民经济行业分类,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_V01_Q03,PL020,环评投资概算,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_EnvQuality_Q01,PL020,环境质量数据引用,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_Emission_水污,PL020,水污染物排放标准,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_Emission_大气,PL020,大气污染物排放标准,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_Emission_噪声,PL020,噪声排放标准,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL020_Emission_固体,PL020,固体废物控制标准,,未复核,候选池,d4a9b6c6ec07c101925b09e87bb9ca43b841635d42e80e12119b4e841bfa32c6,false,not_human_frozen,false
PL021_V01_Q01,PL021,国民经济行业分类,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_V01_Q03,PL021,环评投资概算,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_EnvQuality_Q01,PL021,环境质量数据引用,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_Emission_水污,PL021,水污染物排放标准,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_Emission_大气,PL021,大气污染物排放标准,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_Emission_噪声,PL021,噪声排放标准,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL021_Emission_固体,PL021,固体废物控制标准,,未复核,候选池,1f7d9b65917b32dcaca73d6f3b899a2a0d44d49c18b696102acad0808e82df02,false,not_human_frozen,false
PL022_V01_Q01,PL022,国民经济行业分类,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_V01_Q03,PL022,环评投资概算,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_EnvQuality_Q01,PL022,环境质量数据引用,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_Emission_水污,PL022,水污染物排放标准,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_Emission_大气,PL022,大气污染物排放标准,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_Emission_噪声,PL022,噪声排放标准,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL022_Emission_固体,PL022,固体废物控制标准,,未复核,候选池,4e0743fe17ff67a5afe23e4b13cb87b8880da1526fc7727cfa1cc01da024989f,false,not_human_frozen,false
PL023_V01_Q01,PL023,国民经济行业分类,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_V01_Q03,PL023,环评投资概算,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_EnvQuality_Q01,PL023,环境质量数据引用,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_Emission_水污,PL023,水污染物排放标准,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_Emission_大气,PL023,大气污染物排放标准,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_Emission_噪声,PL023,噪声排放标准,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL023_Emission_固体,PL023,固体废物控制标准,,未复核,候选池,25920921771183d660fc3475517f63f1567557f6f8f9b7d38deca0e5405f2a18,false,not_human_frozen,false
PL025_V01_Q01,PL025,国民经济行业分类,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_V01_Q03,PL025,环评投资概算,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_EnvQuality_Q01,PL025,环境质量数据引用,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_Emission_水污,PL025,水污染物排放标准,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_Emission_大气,PL025,大气污染物排放标准,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_Emission_噪声,PL025,噪声排放标准,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL025_Emission_固体,PL025,固体废物控制标准,,未复核,候选池,465ec2ed4614a7271430ea742db22393a66451481741f0f1fdd742f9d10118bc,false,not_human_frozen,false
PL026_V01_Q01,PL026,国民经济行业分类,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_V01_Q03,PL026,环评投资概算,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_EnvQuality_Q01,PL026,环境质量数据引用,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_Emission_水污,PL026,水污染物排放标准,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_Emission_大气,PL026,大气污染物排放标准,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_Emission_噪声,PL026,噪声排放标准,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL026_Emission_固体,PL026,固体废物控制标准,,未复核,候选池,556dc5901ea83e5ceb425f0b182d1afbda3fd87c77ce771d73ca9cf9e14748e0,false,not_human_frozen,false
PL027_V01_Q01,PL027,国民经济行业分类,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_V01_Q03,PL027,环评投资概算,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_EnvQuality_Q01,PL027,环境质量数据引用,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_Emission_水污,PL027,水污染物排放标准,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_Emission_大气,PL027,大气污染物排放标准,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_Emission_噪声,PL027,噪声排放标准,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL027_Emission_固体,PL027,固体废物控制标准,,未复核,候选池,685232f71e2360b43b2ae3b7c8655f0afc53ac2beb404b924daef3b05a89952b,false,not_human_frozen,false
PL028_V01_Q01,PL028,国民经济行业分类,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_V01_Q03,PL028,环评投资概算,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_EnvQuality_Q01,PL028,环境质量数据引用,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_Emission_水污,PL028,水污染物排放标准,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_Emission_大气,PL028,大气污染物排放标准,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_Emission_噪声,PL028,噪声排放标准,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL028_Emission_固体,PL028,固体废物控制标准,,未复核,候选池,e0b395230a375f16f80b5830425fe199319dac04baf5ec6fd3d50b77dd7dbb96,false,not_human_frozen,false
PL029_V01_Q01,PL029,国民经济行业分类,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL029_V01_Q03,PL029,环评投资概算,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL029_EnvQuality_Q01,PL029,环境质量数据引用,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL029_Emission_水污,PL029,水污染物排放标准,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL029_Emission_大气,PL029,大气污染物排放标准,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
